post_txt,is_slang
"{$BELU} ребята всех приветсвую.
Такой вопрос если я щас продам акции белуги, диведнды мне не придут?",0
{$NVDA} какие ваши предположения по цене этой акции?,0
{$PLZL} в шортах остаюсь-но их то и дело менять приходится...?,1
"{$LKOH} добавил в портфель 5 компанию из нефтегазового сектора в долгосрок, в дальнейшем буду наращивать позицию. Наиболее перспективная компания на данный момент в секторе.
#идея_на_миллион",0
"{$TCSG} видимо много тут кто в шортах. Сезон подходит к концу, пора тёплые готовить вещи",1
"Желаю хорошего нового года и чтобы Инвестиции Тинькоф пережили(незакрылись) 2023 год и не скатывались в скам и лотерею.
Очень жаль, чтотвы попали в ПП.",0
{$POSI} всего 37 млрд ??,0
"[&4fd18791-5362-47dd-8368-d004b764fb4b](https://www.tinkoff.ru/invest/strategies/4fd18791-5362-47dd-8368-d004b764fb4b) втб радует, +13%",0
"{$CCL} вот так бы всегда) Месяц назад сидел в -35, вчера было уже +26 и вдруг так продать захотелось) Жаль неквал как минимум до января, так бы опять откупил е?) В компанию верю, как в бумажные кораблики, которые в детстве по ручейку запускал?",1
{$GAZP} я думаю скачок вниз - это выход нерезов по многим позициям был!,1
{$SPCE} вот теперь на место идет,0
{$NGH3} дает газ жару сегодня))))),0
"Купил {$TRMK} После недавней встречи президентов РФ и КНР было анонсировано о достижении финальных договорённостей по строительству трубопровода Сила Сибири 2 и скорое начало строительства. Жду скорой презентации проекта строительства и обновления локальных максимумов ТМК, как основного поставщика труб большого диаметра для строительства!



#идея_на_миллион",0
{$NVTA} походу мы здесь в лонг зашли ?,1
"{$NGZ2} я, когда выйду в плюс по газу на 0.1%",0
"{$NGH3} кастрируйте мм, чего он так халтурит",0
"{$TCSG} И когда всё опять наладится и на счетах появятся приобретённое тяжёлым трудом? Тинькофф, что за очередная хня?",0
"{$VKCO} думаю рост будет вести октябрь, затем упадёт немного и закрепится 700-800 руб",0
{$BBBY} акцули хотят отобрать ?не отдам кровные . От 50 $ продам,0
"{$SBER} Raiffeisen Bank International  изучает возможность обмена со Сбербанком своей российской дочерней кредитной организации - Райффайзенбанка, на активы Sberbank Europe
___________
Тариф Tinkoff Premium 2 месяца - БЕСПЛАТНО по ссылке https://www.tinkoff.ru/sl/33KVzUxsnYw",0
"{$RIG}
1) хорошие данные по инфляции
2)20 января экспирация пут рационов на хулиярды $$$. Биржевой рынок завален путами, которые в «ближайшие дни» закроют. Это и есть топливо роста.",0
"{$SBER} ? Сообщается, что утренняя речь - не единственное мероприятие в сегодняшней программе Путина. Скоро будет еще.",0
{$ENDP} пишем в реддите r/shortsqueeze про эту акцию!,1
{$NGF3} RSI ниже 0 бывает?,0
{$SBER} идеально увидеть сегодня 207-210 и выйти,0
"{$SBER} {$SRM3} треть пути пройдено, уже даже есть куда ставить стопы в БУ 

https://www.tinkoff.ru/invest/social/profile/Mr_Insider/eb25ada8-a021-4ae3-af14-1b60331dbb31?utm_source=share",1
"{$SBER} всем по 0,5 сегодня ?",0
{$DSKY} я думал 57 дойдем...,0
"{$NGH3} как это работает ? 
Допустим сейчас хочу продать 
Эта сумма добавится к портфелю или надо ждать какого-то момента, чтоб сумма добавилась и только потом продавать ?",0
"Многие российские компании перестали публиковать отчётность. Однако, инвесторы и аналитики не сдаются и обращаются к альтернативным (проверенным временем) способам получения информации о интересующих их эмитентах.

#прояви_себя_в_пульсе #юмор {$NLMK}",0
{$BBBY} я же не один понимаю что мы в рае полной купил это да? Или они пугают так что бы люди не покупали….кто тогда покупки вел большие объемы? Шорты крыли? Кто то же выкупает эти продажи,1
Как считаете это ложная информация?,0
"Всем спокойной ночи, увидимся завтра наверху {$TCSG} {$YNDX}",1
{$GAZP} ну что газ с ЛУКОЙЛом грянули очередь Сбера теперь?)),0
$TTLKчтото как-то непонятно,0
"{$SBER} 
? Сработал шорт. Мониторим, при необходимости усредняемся.
#ДелайКакБурчулёнис",1
"{$SBER} нерзул помог, закрыл позицию. Сделал 14% и сразу ВЫВЕЛ 14% заработанных. Всегда фиксируете и выводите доход, чтоб не потерять его на алчности! Жду откатика до 110-112",0
{$NVTA} Странно почему еще торги не прикрыли с таким ростом …,0
"{$MTLR} шортящие есть это чудо ?
Есть живые ,давайте с этого начнём
Вот был бы  итог неправильно  набранного шорта",1
"#Visa Inc. - американская транснациональная компания, предоставляющая услуги проведения платёжных операций. Является основой одноимённой ассоциации. С 20 сентября 2013 года цена её акций участвует в расчёте индекса Доу-Джонса. VISA International Service Association — международная платёжная система.

Капитализация 414,9 млрд.$
EBITDA 20,5 млрд.$
P/E 28,14
Payout Ratio 21,4%
Дивидендная доходность 0,76%
Тикер: {$V} (#NASDAQ)

#дивиденды",0
"{$SGZH} куда падаем, быстро туземун",1
{$NGF3} ну все вниз пробили клин. Теперь ниже 4 падать.,1
{$AMZN} интересно эта дохлая лошадь еще покажет себя?,0
"Наконец-то зазеленели #доллар, #евро и #золото. Продавать пока не планирую.

Как думаете: права или стоит фиксировать прибыль, пока она есть?

{$USDRUB} {$EURRUB} {$GLDRUB_TOM}",0
??? 75-76 рублей за доллар к концу года — считают аналитики SberCIB. Курс доллара должен стабилизироваться около 80 рублей во II квартале и упасть до 75 рублей к концу года.,0
"{$RU000A104ZK2} сделал две заявки на размещение, вторая прошла вообще в каком-то другом формате, по покупке не дороже тысячи, поддержка ушла в закат до 20 числа… кто-нибудь может прояснить происходящее?",0
{$LKOH} @25cf055b-1543-47a8-b22e-4aa51b124f7b как эта сделки моглм произойти вне биржи если люди покупают на бирже в стакане! Вы что бредите там? Торги вне биржи это только те которые вы сами устраиваете на выходных в своей песочнице!,0
"{$ASAN} Кто прокатился, поздравляю ??????? фиксируй чтоб потом не плакать.",1
"До 23 сентября техподдержка сделает всё возможное, а теперь хомячки смотрите, что они сделают с Вашими акциями и деньгами...",0
"{$SBER} уже можно начинать паниковать и закрывать лонги, или рано ещё?",1
"?Китай восстановил авиамаршруты в 58 стран

Об этом заявила заместитель главы транспортного отдела Управления гражданской авиации Китая Шан Кэцзя.

Обслуживаются в общей сложности 795 рейсов. Наиболее масштабное восстановление воздушного сообщения зафиксировано в Австралию, Вьетнам, Камбоджу, Малайзию, Сингапур и Таиланд.",0
{$NGZ2} дай 6.65 зайду на полную котлету,1
"{$ACH} мертв. Ни один из режимов выполнения заявки не работал вчера вечером ни с какой ценой. Поддержка обещала разобраться, но слабо вериться, что за день разберутся... 
(на скриншотах время +2 от мск)",0
А вот продолжат ли теперь Австралия и Канада оставаться английскими доминионами? ИМХО самое время и очень удачный момент для спрыгивания ?,1
"$TCSG Отличная компания по отличной цене, больше добавить нечего.",0
"{$TATN} ждём когда свечку отработает почти на 300, точнее на 310? , ниже навряд ли пустят, интересно дойдет ли, ТК если честно многие ждут ниже",1
"Холдинг {$GAZP} <Газпром> приступил к реализации проекта реконструкции железнодорожного участка «Надым - Пангоды», который станет частью создаваемого Северного широтного хода. Объём инвестиций составит ?43,166 млрд. Протяженность участка 109 км. Компания планирует использовать новый транспортный маршрут для вывоза углеводородной продукции с месторождений в ЯНАО, а также для доставки туда грузов и персонала.
#газпром
Источник: interfax.ru",0
"{$BBBY} так я верил в эту компанию, а она похожа на эндо",0
{$GAZP} на сколько вверх интересно сходит ? 170 ??,0
{$PLZL} золото растёт полным ходом?,0
"Мой выигрыш в Российском Инвест Чемпионате за второе место в группе

16 акций {$KMAZ} на сумму 1416 рублей
И ещё переход в Стальную Лигу

#камаз #подарочные_акции #итоги #чемпионат",0
"???? США вводят санкции против российских банков:

Московский кредитный банк, Банк «Урасиб», МТС Банк, Банк «Санкт-Петербург», Банк «Зенит», Ланта Банк, Металлинвестбанк, Банк «Приморье», СДМ-Банк. Уральский банк реконструкции и развития, Банк «Левобережны",0
{$NGG3} да щас лонгусы с маржинколами накупят тут и будут дальше толкать цену,1
"{$TCSG} один в один поступают как в ВТБ, крысы. Дали бы хоть 1 день для закрытия позиций, а кто не хочет - пусть вместе с вами проделывают ""бесшовный путь""!",1
"Может я что-то упустил, почему рынок опять просел?",0
{$FLOT} кого сегодня зазывалы из Пульса спровоцировали купить слишком высоко? Такие больше цифры называли.,0
"{$MGNT} Магнит 3 февраля проведет сбор заявок на бонды объемом от 15 млрд рублей. Полученные средства пойдут на выплаты дивидендов акционерам, а также на развитие торговой сети",1
"{$BYSI} Баффет там говорил, что если возникло желание запечатлеть успешную сделку, то пора ее закрывать и фиксировать прибыль? Нет уж, не дождетесь ? Чем выше мы пойдем, тем меньше внимания буду обращать на краткосрочные колебания графика. Больше года боролись с коляном, а течь прибыли уж тем более нужно уметь терпеть.",1
{$POLY} будет 400 потом на 250-270 . Скрин делайте для напоминания !!!,0
{$GAZP} я же писал будут ближе к дивидендам форс мажорные обстоятельства и события ! Увы,0
{$SPBE} продал по 130???,0
"{$BELU} будьте внимательны, сейчас начали скидывать тех, кто поставил стопы.",0
"Снп500 чуть не допадал до часовой коррекции 3835, но дивер медвежий отработал. Эду продолжение роста.
Индекс доллара тоже чуть не дошел до крайней цели 111.40 несколько пунктов. Отсюда жду его вниз",1
{$GAZP} товарищи Добрый вечер Я плохо разбираюсь в акциях и в инвестициях подскажите пожалуйста а вот когда Газпром должен был выплатить 51 руб за одну акцию деньги - это когда придут ко мне на счёт или они не придут или не выплатил,0
"{$RU000A103QJ5} Займер молодец, как по часам?. Очередной купон?",1
"{$VEON}
VEON близок к продаже башенного бизнеса в Пакистане, активы оцениваются в $600 млн — BBG",0
{$SBER} походу это байбэк.,0
"{$SBER} Интересно, за 50 р смогу взять акции? К уровню до 2014 года когда выйдем?",0
{$AMEZ} так называемая цепная реакция!,0
{$MOEX} а можно на позицию пониже... На 2%,0
{$MRKS} набрали нас в вагон и поехали с горы)))) красота,0
"Когда все бугаи, тролли, нетопыри, гарпии, минотавры из всех углов кричат что надо покупать что то, на улицах, в кафе, метро говорят а вы слышали что произошло? Я купил на всю котлету ещё и кредит взял и всем советую 
Надо бежать из этого актива, продавать и фиксить прибыль
Для этого есть индекс страха жадности",0
"{$AFRM} мда.. прокатился, думал не дойдем сюда уже",0
{$CHMF} мне кажется завтра еще можем подняться. А сегодня наверное останемся на этом уровне,0
{$MDMG} завтра продолжит расти? Как думаете?,0
"{$USDRUB} слов нет) одни эмоции. 

Здравый смысл давай до свидания. 

На чем падает?) может что то я пропустил?
Все таки сопля была сигналом в обед. Надо было сразу выходить.",0
"Не писала еще ни разу..как умею..
Полагаю надо брать Сбер и Яндекс. Набо только пртсчитать когда войти на снижении. И держать Сбер до 235-240 , м с Яндексом пока не понятно сколько, но перспективная бумажкм думаю. Вот ?",0
"{$RUAL} ой красота  ахахахахаха
Кукан отличный",0
"{$NMTP} дорогие друзья зашёл на ваш праздник, домой в {$BSPB} раньше 8.5 не вернусь",0
"{$CHMF} кто-нибудь знает,что сейчас с ценами на металлопрокат ?",0
"Рынок акций США завершил понедельник ростом индексов на 1,3-1,6%",0
"{$SBER} походу остыло, можно на корректировку",1
"$KROT 2023 г. оказывается не год кролика, а год крота",0
{$VKCO} всё уже в цене. Достаточно упали,1
"{$GAZP} это просто дичь какая-то, вот как подать в суд на манипуляции?? Индекс в рост, мы стоим, индекс чуть падает и газик падает.... чушь ??",0
"{$ORUP} че, наступила зима и все за обувью рванулись? Откуда такой рост? Аж на 3 рубля.",0
"{$ISKJ}  У кого какие цели?
140 или выше может пойти?",0
{$TCSG} Че плохо заслепило что кассира подвёз доидому-ну лох че согласился.И удар без солннечых очков прлиизошел.ясоласилсяидовезти,0
{$CLSK} это сосискина продажа как я понимаю? Надо кластеры глянуть...,0
{$PHOR} а дивы уже приходили или ещё нет ?,0
"{$SBER} терпение, медведи, терпение скоро сдуется это мыльный пузырь)",0
"{$UPRO} хорошая бумажка , особенно кататься на ней , к вечерке отрастает 
#идея_на_миллион",0
"{$GAZP} После продажи газика, можно мыло хозяйственное купить, ещё и сдача 2 рубля остаётся ????",0
"{$FSLR} я понял, алгоритм на эту акцию настроен на покупку при падении индекса. 
Когда индекс растёт, она стоит или падает.",0
"{$UPRO} видимо,какой то инсайдик вкусный есть! Дивы просто запустят этот космолёт на 2.5!?",1
"{$SBERP} раньше 8 мая дивиденды будут начислены, или ровно 8 будут?",0
Куда можно вложить 30 000? в 2022-2023,0
"Во всех модных сегментах что хайтек, что финтех, что крипта - проходят приличные увольнения..что делать будущим удалёнщикам, ответ есть ?",0
"{$MDMG} 50 штук как с куста)),на работу сегодня не идём)))???",0
"{$TSLA} хренасе.. так бы я шорты тянул здесь, а не по НЛМК…",1
{$ENDP} интересно кто покупает . Продала все таки половину,0
"{$MOEX} как сумасшедшие со своими дивидендами, кому надо было тот еще 2 недели назад заформировал позиции, чтобы после дивидендной отсечки не сидеть как с газиком",1
{$6969} Похоже на моих сделках по этой бумаге цена упала на 8.6% за сегодня. Зато я в плюсе...???,0
{$ASTR} завтра если не обвалится...уже счастье...а так...рост рынка всего мне нравится)только астра тормознутая очень.ждем роста.а так я рад что российский рынок начинает расти....нахер эту америку,0
{$ARVL} тамада норм и конкурсы интересные ?,0
{$NVTA} невозможно продать,0
"? ВТБ запустил переводы в юанях на счета в российских банках

По прогнозу, ежемесячный объём таких переводов превысит 100 млн рублей. Комиссия за перевод составляет 1%.",0
"{$LKOH} что произойдет, если объявят, что дивов не будет и утром на всю котлету встать в шорт по лучшей цене с плечом перед открытием торгов? При условии, что таких же будет весь рынок.
Спрашиваю как малограмотный",1
"{$TCS} {$TCSG} довольно неоднозначная ситуация с данным банком. При условии, что десятый пакет санкций не коснется Тинькофф, папира с высокой долей вероятности взлетит на несколько десятков процентов ( отчет кстати тоже скоро, что может послужить драйвером для дальнейшего роста). Но а получим, что получим, зависит как всегда не от самого бизнеса, а от геополитических факторов ????",0
"#ЧТО_ДУМАЮТ_АНАЛИТИКИ

{$APTV}
Aptiv целевая цена ? снижена ?
$158  ?  $165
BofA

{$GNTX}
Gentex целевая цена ? снижена ?
$30  ?  $31
BofA

{$LEA}
Lear целевая цена ? снижена ?
$185  ?  $195
BofA

{$MGA}
Magna целевая цена ? снижена ?
$106  ?  $115
BofA

{$ABG}
Asbury Automotive целевая цена ? снижена ?
$368  ?  $385
BofA

Будь вкурсе - #NEWS_ROCKET
Пост создан автоматически.",0
{$YNDX} Яндекс к 2100 вернётся завтра,0
"{$GMKN} началась коррекция в рамках ТА.Ретест двух границ 15340(нижняя граница) и 15378(верхняя граница).

Не является ИИР.

{$GKU2} 

#Турнир
#новости 
#Акции
#инвестиции
#прояви_себя_в_пульсе
#аналитика
#новичкам
#прогноз
#пульс
#чтокупить",0
Цены на бензин в РФ за неделю опять не изменились - Росстат,0
{$GAZP} когда выплата будет?,0
{$USDRUB} интересно ведет себя доллар,0
В МИД Венгрии допустили пересмотр санкций ЕС против России из-за холодов,0
"{$YNDX} 

??«Яндекс» работает над созданием собственной нейросети, которая станет аналогом ChatGPT.

#YNDX  
«Яндекс» опубликует финансовую отчётность за 2022 год 15 февраля
Яндекс (#YNDX)",0
"Интересная рекомендация по Белуге. #belu {$BELU} -10% и ""покупать""",0
"$ #идея_на_миллион 
•Как то раз листал подборку различных банков, и наткнуться на втб, подумал, и понял что 0,18? за акцию выглядит смешно, и купил пару пакетов, так что жду свои миллионы, считаю что втб может вырасти, и стать если не первым, то войти в топ 5 банков РФ",0
"{$YNDX} плох. Лежит на последней скользящей - 200ma. Отсюда может начаться рост, наблюдаю, на зеленой свече покупка с коротким стопом. До зеленой дневной свечи лонговать бессмысленно , летит пока что вниз беспросветно.",1
{$SPCE} у всех ошибка при покупке?,0
{$MSTR} очень интересно как будут отмазываться гении технического анализа в этот раз ???,0
"{$AFLT} все ждут завтрашних выборов в америке, кто знает как сильно это может повлиять на акцию аэрофлота?",0
"{$GAZP} полёты всегда ведут к преземлению.
Погружения к всплытию.
Я мозгом понимаю что 0 точка учёными рассчитана. 
Но относительно чего? 
Ведь ? земля круглая. 
Запутался.  Шаман.",0
"Пришел подарок от @e953fa0b-ecf9-4dfa-8432-659d9054472e 
За учатие в конкурсе #турниры

Попал в 10ку получил 10ку?
Приятно?

Пост они писали здесь: https://www.tinkoff.ru/invest/social/profile/Pulse_Official/13fbf3e3-1389-4f80-978b-cd10e9663ced?utm_source=share",0
"?? Инфляция в Турции достигла 90% и уже до конца года может добраться до 100%, — СМИ

#макро",0
"{$SGZH} думаю данную компанию необходимо поддержать, путем усреднения очередной раз, но уже где нибудь в ценовом диапазоне трёх?)",0
{$BYNRUB_TOM} до скольки работают торги бел рублем?,0
{$BBBY} Остановите это безумие!!! Дайте выйти...,0
"Песков описал, каким будет для Путина последний год перед президентскими выборами",0
"{$GAZP} для тех, кто устал от боковика) немного горок ?",0
{$TCSG} инвестиции в расписки Тинькофф;),0
{$BSPB} стабильно минус 2 руб,0
"?Власти КНР приняли решение продлить сроки предоставления субсидий на покупку электромобилей и освободить транспортные средства на новых источниках энергии от налога до конца 2023 года. А так же приняли решение выделять больше средств на строительство общественных зарядных станций для электромобилей.
{$LI}",0
"{$SiU2} стало быть, шорт",1
"{$GAZP} увидимся на 175? к 31 августа ?

Когда перекроют трубу",1
{$SNAP} не грозите южному централу попивая сок у себя в квартале?,0
{$VEON} купить нельзя продавать....,0
{$PLZL} стоит ли щас заходить в бумагу?,1
"{$NMTP} 

И в очередной раз обратите внимание на стакан. Те, кто ориентируется на тинькоффский стакан.",1
{$2007} рынок растёт так что буду ждать профит),0
"{$LKOH} полюбила покупать акции после дивгэпа, уже и дивиденды не столько мне интересны, как их последствия ;)",0
"{$SGZH} навероятный развод,многие акции отскочили эта же только вниз везет",0
"{$NGK3} помолитесь за этот фьючерс, пожалуйста, я сам не умею",0
"{$IRAO} игра в проценты, завтра упадём точно или не точно, как Вы Дамы и Господа думает, в соотношении вероятности, что будет, уже сегодня по росту или падению, понятно 100% процентов нет ни у кого. Анализируем 50/50 где барьер двигаем сами, МОЙ прогноз, 65 РОСТА , 35 ПАДЕНИЕ",0
"{$BBBY} цель выполнена, купил по 0.37$
Ставлю тейк на 0.64$ и не захожу в приложение 5 лет. Шучу. Сегодня уже будет 0.64$, можете скринить.
Я ещё ни разу не ошибался. Здесь дно.",1
"{$AFLT} Ну что, сегодня 33 будет или как?",0
"Банк «Траст» выставил на открытые торги 90,01% акций АО «Точка», торги пройдут 26 июня. Цена лота составит 22,7 млрд рублей.
По слухам банк Тинькофф.
Чистая прибыль по РСБУ за 2022 составила 6,2 млрд рублей — на 40% больше плана. За первые два месяца 2023 года этот показатель составил 1,1 млрд рублей.
{$TCSG}",0
"{$MOEX} Пошёл второй год трёх дневного взятия Украины, но как оказалось всё идёт по плану, очень хочется взглянуть на этот план, если он ещё есть конечно же.",0
{$AFKS} когда вернеться на 28? И сможет ли?,0
"{$GAZP} смеюсь в голосину с этой постановы , красная цена 145?",0
"{$TCSG} сдаем территорию за территорией, уже в ХЕРсонской области идут бои, а она растёт 
?",0
{$SBER} блин. Почему не продала по 145 ?,0
"АмерикакаНЦЫ рекомендовали всем своим покинуть РФ, также дают убежище всем уклониста ?",0
{$SBER} и на дивах в 4-5% это дальше продолжит безудержно расти??,1
"{$FIVE} стакан набирается на покупку, э-э-э--эх, наливай полнее !!!!!!",1
"{$SBER} эффект от санкций до нас ещё не дошел, вот когда это произойдёт, тогда увидим менее 100?, причем уже очень скоро...",0
"{$POLY} надеюсь Павлик отошёл с похмелья, ему завтра речь держать ?",0
"{$USDRUB} Путриоты России как вы??? Что США лопнуло?????  бакс ничего не стоит??????  Деньги вам не нужны, только рубли говорили вы????????????????? Читайте и запоминайте пока даю вам предсказания, ?? весной у вас пуканы совсем разорвутся,  весной ягодки попрут, и дефолты и банкротства и операция во всей красе??????",0
"Конкурс от @1f7d0347-3802-4159-b527-f414f56fe3ec 
Ответ: 6 женщин и 26 мужчин 
#втб_в_пульсе",0
The Guardian назвала дату продажи с аукциона арестованной яхты Пумпянского,0
"За 9 месяцев внешнеторговый оборот Белоруссии снизился на 6%, профицит вырос на 41%",0
Вот такая доходность может быть когда прикупил убыточного хлама типа {$KROT} по 300 и сдал по 2400 ???,0
"{$YNDX} 
Прилетел китайский друг! 
Станет зелено вокруг!",0
"С 13 января ЦБ РФ начнет операции с юанем на ""Московской бирже"" в рамках ""перезапуска"" бюджетного правила",0
Второй день конкурса #идея_на_миллион Сегодня купил немного {$VTBR}  по рекомендации одного из блогеров Пульса. Уже 4 процента плюс ?,0
{$ABRD} на чем такой рост бумаги за сегодня?,0
"{$ORUP} башмаки утекайте срочно , скоро рост ),ну или рухнет все, только башмаки все знают ,кароче полундра шухер валенки идут ???",1
"{$TCSG} со дня на день могут начать контрнаступление, а мы все заявки на покупку выставляем",0
{$FIXP} думаю докупать может летом повезёт,0
{$MGNT} рано заходить?),0
"{$VTBR} Россия так и будет оставаться колонией, если любой чих в сша будет приводить к падению индекса мосбиржи, мозг ящера…",0
{$SBER} очередной развод ММ..,0
{$ORUP} Киньте кто ни будь тапок.Да подальше,0
"Друзья! Мало по малу возвращаю свое депо. Сегодня порадовал {$KMAZ} на новости по импортозамещению. Больше держать не стал, слил на пике. 
Сейчас в портфеле только {$SBER} и {$GLTR}   
Надеюсь скоро покажут тоже неплохой рост. 
Буду пробовать спекулировать нашим рынком. 
Всем успеха и добра",0
"{$USDRUB} враги РФ сидящие в ЦБ, сегодня опять себя показали, кто мешает снизить ставки до 5,5 %? У нас в стране дефляция второй месяц, плюс надо развивать импортозамещение а значит создавать конкурентов условному западу как внутри страны так и на внешнем рынке, но предателям МВФ не велит снижать стоимость денег, хотя исторически момент лучше и не придумать. Профицит  торгового баланса и огромный запрос внутри страны",0
"{$SiU2} Поздравляю всех, кто шортил так же как и я, взяли почти 2000 пп. Продолжаю держать шорт, ближайшая цель 59000-59200. Здесь конечно, можно попробовать поспекулировать на откат, но я не буду. Против экспортеров опасно. Завтра традиционно может быть откат вверх, но я предпочитаю дождаться основных выплат и развернуть позицию. И нефть немного укрепляется к тому же {$BRU2}",0
{$SVAV} сегодня еще выйдем в плюс ?,0
"{$NKNC}
Размер, прогноз выплат дивидендов НКНХ и дата закрытия реестра в 2022 – 2023 году

Общая сумма дивидендов выплаченных за последние 12 месяцев составляет 15.9 рублей на 1 акцию. Компания производит выплаты акционерам 2 раза в год – в апреле и сентябре месяце. Текущая среднегодовая доходность по акциям НКНХ составляет 16.76% годовых.


Источник: Дивиденды НКНХ в 2022 - 2023 году: прогноз, дата выплаты и последние новости сайт bs-life.ru",0
"{$UWGN} чем они связаны с Русснефтью ?
Движения одинаковые",0
"{$ROSN} цена вверх лети... лети... лети...
400 будя?",1
"$NOKподскажите, кто знает, почему дивиденды не поступили? Хотя вроде должны были выплатить в июле и в октябре? Ни одних поступлений не было",0
"{$CGEN} выглядит как накопление, думаю есть вероятность полёта к декабрю(хочется все-таки верить в чудо)",0
{$TCSG} что насчёт дивов в этом году ?,1
{$COIN} с 20 начну усреднять ?,0
"$VTBRна сегодня всё, завтра выброс выше 0,02. Не ИИР",0
[&099e0c4a-e948-4b6e-b375-9cb5e99c4ff3](https://www.tinkoff.ru/invest/strategies/099e0c4a-e948-4b6e-b375-9cb5e99c4ff3) а в ближблин время будет возможность попасть или новая стратегия?,0
{$SiU2} {$USDRUB} У кого нибудь есть доступ к онлайн позам по фьючам на мосбирже? Скиньте пожалуйста?,0
"{$SBER} .
Приложение Сбер больше не доступно в AppStore.
?",0
211 в общем рейтинге из 7400человек??прогресс для меня,0
Инвесторы в США покупают рекордное количество контрактов для страхования рисков на фоне распродажи,0
"{$RUAL} #идея_на_миллион
Все очень просто. Курс растет, прибыль тоже будет расти,акции тоже должны расти.",0
"{$ARVL} Есть у кого информация по объемам и продажам? Как то уж совсем долго на этом уровне стоим, тут либо покупают вне биржи, либо сливают...?",1
{$SGZH} Будет расти или упадет?,0
"{$USDRUB} 
Доллар будет стоить 35 рублей если вы будете принимать на ночь всего одну столовую ложку этого популярного....


Новостная лента о долларах",0
{$LNZL} Что стоим? Кого ждём?  Let's go to the sky ?,0
"{$DSKY} ну и что это?
До 19.00 были батареи красных плит теперь зеленых
В игрушки кто то с инвесторами играет??",0
"{$VKCO} всё что то стороной обходят а я прикупил. Средне срок 500-550.
Компания лидер таргетированной рекламы с уходом ФБ и YouTube. Кэш валит хорошо там. ? плюс хотят редомилировать в российскую юрисдикцию. 
Ну и кто бы чтобы не говорил это крупная соцсеть, которая ещё развивается",0
{$POLY} скинул все 2 шт оставил в плюсе хоть и небольшом ну лучше так,0
"{$ORG1P1} думаю до конца месяца вряд ли откроют торги, скорее всего мы тут надолго",0
Банк СПБ попал в списки и просел на 3%. А Тинькофф просел на 10% за неделю только на одних слухах…,0
{$RUGR} нагонит под закрытие к 20 точно),0
{$ROSN} какую отметку пробьет сегодня ?,0
"{$YNDX} как думаете, пробьет уровень 1900?",0
{$GAZP} и главное такой же график только на оборот когда только объявили дивиденды. Тоже был боевик 3 недели пото сильное движение в низ. В нашем случае будет все на оборот.,0
"{$MMH3} утренний ""час дурака"" начался по традиции запугиванием шортов, т.е. ростом вопреки плохим новостям... Кукл делает свою грязную работу! ))",1
{$SGZH} А ведь было время когда все были уверенны что 6.8 это самое дно и ниже не будет. ?,1
"•{$TRNFP} боюсь спросить дальше, 50к скоро?",0
{$EURRUB} На графике 39 руб имеется отметка.Не на что не намекаю?,0
{$LKOH} Долго ли будет держаться цена после гэпа и куда пойдёт дальше? Какие у вас прогнозы?,0
"{$AGRO} {$RUGR} 
Вице-премьер Виктория Абрамченко попросила Министерство сельского хозяйства (Минсельхоз) проработать предложение депутатов о временной отмене экспортной пошлины на подсолнечник.
https://www.gazeta.ru/business/news/2023/03/31/20101201.shtml",0
"{$MSTR}
Сильная поддержка: 221 - 227 (надо ловить) 
Если все плохо идём на дно 144 - 134.65",0
Наверное самая топовая идея сейчас это скупать упавшие на «дно» рынка акции топливных гигантов РФ,1
"{$WUSH}

После резкого роста всегда следует такой же слив???",0
"{$PHOR}   НРД.   Написана  дата выплаты - 9 января. Надеюсь, что это так #прояви_себя__в_пульсе #дивиденды #фоссагро",0
"Сколько видов инвестиций существует?

Реальные, портфельные, частные, краткосрочные, быстроликвидные — это всё виды существующих инвестиций. Данный перечень можно продолжать еще долго, однако, все они классифицируются по различным признакам: объекту, целям, форме собственности, сроку, степени ликвидности, фактору доходности, происхождения используемого капитала, степени рискованности, формы учета.",0
"Купил {$VEON-RX} ,  компания по моему мнению недооценена.  В этом году увеличилась выручка, и из-за переоценки активов вырос долг, но также увеличилась прибыль.",0
